Volcano Name;Year;Month;Day;Elevation;Volcano Type;Status;Location;Country;Flag Tsunami;Flag Earthquake;Volcanic Explosivity Index;Deaths;Missing;Injuries;Damage (in M$);Damage Description;Houses destroyed;Lat;Lon;Height
Sakura-jima;1780;10;31;1117;Stratovolcano;Historical;Kyushu-Japan;Japan;Tsunami;;;;;;;;;31.58;130.67;0
Kieyo;1800;;;2175;Stratovolcano;Historical;Africa-E;Tanzania;;;2;;;;;SEVERE (~>$5 to $24 million);;-9.23;33.78;0
Asama;1803;11;7;2560;Complex volcano;Historical;Honshu-Japan;Japan;;;2;;;;;;;36.4;138.53;0
Ambrym;1894;10;;1334;Pyroclastic shield;Historical;Vanuatu-SW Pacific;Vanuatu;;;3;10;;;;;;-16.25;168.12;0
Usu;1910;7;25;731;Stratovolcano;Historical;Hokkaido-Japan;Japan;;;2;1;;;;;;42.53;140.83;0
Asama;1911;5;8;2560;Complex volcano;Historical;Honshu-Japan;Japan;;;2;1;;;;;60;36.4;138.53;0
San Salvador;1917;6;7;1893;Stratovolcano;Historical;El Salvador;El Salvador;;Earthquake;3;325;;;;;;13.736;-89.286;0
Tangkubanparahu;1923;6;;2084;Stratovolcano;Historical;Java;Indonesia;;;;3;;;;;;-6.77;107.6;0
Kirishima;1923;7;1;1700;Shield volcano;Historical;Kyushu-Japan;Japan;;;2;1;;;;;;31.93;130.87;0
Komaga-take;1929;6;17;1140;Stratovolcano;Historical;Hokkaido-Japan;Japan;;;4;2;;4;;;;42.07;140.68;0
Santa Maria;1929;11;2;3772;Stratovolcano;Historical;Guatemala;Guatemala;;;3;200;;;;;;14.756;-91.552;0
Kick-'em-Jenny;1939;7;24;-177;Submarine volcano;Historical;W Indies;Netherlands;Tsunami;;1;;;;;;;12.3;-61.63;0
Kelut;1951;8;31;1731;Stratovolcano;Historical;Java;Indonesia;;;3;7;;;;;;-7.93;112.308;0
Awu;1966;8;12;1320;Stratovolcano;Historical;Sangihe Is-Indonesia;Indonesia;;;4;39;;1000;;;;3.67;125.5;0
Villarrica;1971;10;29;2847;Stratovolcano;Historical;Chile-C;Chile;;;2;15;;;;;;-39.42;-71.93;0
Niigata-Yake-yama;1974;7;28;2400;Lava dome;Historical;Honshu-Japan;Japan;;;2;3;;;;;;36.92;138.03;0
Karthala;1977;4;5;2361;Shield volcano;Historical;Indian O-W;Comoros;;;0;;;;;LIMITED (roughly corresponding to less than $1 million);;-11.75;43.38;0
Bulusan;1978;7;29;1565;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;2;;;;;LIMITED (roughly corresponding to less than $1 million);;12.77;124.05;0
Chichon, El;1982;4;4;1150;Tuff cone;Historical;Mexico;Mexico;;;5;33;;;;;;17.36;-93.228;0
Akita-Yake-yama;1986;5;8;1366;Complex volcano;Historical;Honshu-Japan;Japan;;;;1;;;;;;39.97;140.77;0
Etna;2001;7;26;3350;Stratovolcano;Historical;Italy;Italy;;;2;;;;;LIMITED (roughly corresponding to less than $1 million);;37.734;15.004;0
Kilauea;2018;2;1;1222;Shield volcano;Historical;Hawaiian Is;United States;;;1;1;;3;;;;19.425;-155.292;0
Pinatubo;-1050;;;1486;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;6;;;;;;;15.13;120.35;0
Sakura-jima;764;;;1117;Stratovolcano;Historical;Kyushu-Japan;Japan;;;4;80;;;;;;31.58;130.67;0
Sakura-jima;766;7;20;1117;Stratovolcano;Historical;Kyushu-Japan;Japan;Tsunami;Earthquake;3;;;;;;;31.58;130.67;0
Makian;1760;;;1357;Stratovolcano;Historical;Halmahera-Indonesia;Indonesia;;;4;2000;;;;;;0.32;127.4;0
Hekla;1766;4;5;1491;Stratovolcano;Historical;Iceland-S;Iceland;;;4;;;;;LIMITED (roughly corresponding to less than $1 million);;63.98;-19.7;0
Kilauea;1790;11;;1222;Shield volcano;Historical;Hawaiian Is;United States;;;4;5405;;;;;;19.425;-155.292;0
Asama;1803;7;4;2560;Complex volcano;Historical;Honshu-Japan;Japan;;;2;;;;;;;36.4;138.53;0
Vesuvius;1813;5;;1281;Complex volcano;Historical;Italy;Italy;Tsunami;;2;;;;;;;40.821;14.426;0
Shishaldin;1825;3;21;2857;Stratovolcano;Historical;Aleutian Is;United States;;;3;;;;;;;54.75;-163.97;0
Lamongan;1869;8;;1651;Stratovolcano;Historical;Java;Indonesia;;;2;8;;;;;;-8;113.342;0
Krakatau;1883;10;10;813;Caldera;Historical;Indonesia;Indonesia;Tsunami;;;;;;;;;-6.102;105.423;0
Asama;1900;1;22;2560;Complex volcano;Historical;Honshu-Japan;Japan;;;2;25;;;;;;36.4;138.53;0
White Island;1914;9;10;321;Stratovolcano;Historical;New Zealand;New Zealand;;;;11;;;;;;-37.52;177.18;0
Paluweh;1928;8;4;875;Stratovolcano;Historical;Lesser Sunda Is;Indonesia;Tsunami;;3;98;;;;;;-8.32;121.708;0
Myojun Knoll;1952;9;24;360;Submarine volcano;Holocene;Izu Is-Japan;Japan;Tsunami;;2;31;;;;LIMITED (roughly corresponding to less than $1 million);;32.1;139.85;0
Sirung;1953;6;;862;Complex volcano;Historical;Lesser Sunda Is;Indonesia;;;0;5;;1;;;;-8.51;124.148;0
Villarrica;1963;5;21;2847;Stratovolcano;Historical;Chile-C;Chile;;;2;;;;;;;-39.42;-71.93;0
Merapi;1976;11;25;2947;Stratovolcano;Historical;Java;Indonesia;;;2;29;;;;;;-7.542;110.442;0
Usu;1977;8;7;731;Stratovolcano;Historical;Hokkaido-Japan;Japan;;;3;3;;;;;;42.53;140.83;0
St. Helens;1980;5;18;2549;Stratovolcano;Historical;US-Washington;United States;Tsunami;Earthquake;5;57;;;2000;EXTREME (~$25 million or more);;46.2;-122.18;0
Vilyuchik;1981;;;2173;Stratovolcano;Tephrochronology;Kamchatka;Russia;;;;;;;;;;52.68;158.3;0
Ruiz;1985;11;13;5321;Stratovolcano;Historical;Colombia;Colombia;;;3;23080;;10000;;;;4.895;-75.322;0
Shiveluch;1990;2;2;3283;Stratovolcano;Historical;Kamchatka;Russia;;;3;;;;;LIMITED (roughly corresponding to less than $1 million);;56.653;161.36;0
Santa Maria;1990;7;19;3772;Stratovolcano;Historical;Guatemala;Guatemala;;;3;4;;;;;;14.756;-91.552;0
Yasur;1995;2;4;361;Stratovolcano;Historical;Vanuatu-SW Pacific;Vanuatu;;;3;2;;;;;;-19.52;169.425;0
Merapi;2006;6;14;2947;Stratovolcano;Historical;Java;Indonesia;;;1;2;;;;;;-7.542;110.442;0
Eyjafjallajokull;2010;3;31;1666;Stratovolcano;Historical;Iceland-S;Iceland;;;2;2;;;;;;63.63;-19.62;0
Tungurahua;2010;11;;5023;Stratovolcano;Historical;Ecuador;Ecuador;;;3;;;;;LIMITED (roughly corresponding to less than $1 million);;-1.467;-78.442;0
Katla;2011;7;9;1512;Subglacial volcano;Historical;Iceland-S;Iceland;;;;;;;;LIMITED (roughly corresponding to less than $1 million);;63.63;-19.05;0
Sinabung;2015;2;20;2460;Stratovolcano;Holocene;Sumatra;Indonesia;;;;;;;;LIMITED (roughly corresponding to less than $1 million);;3.17;98.392;0
Ambrym;2018;12;15;1334;Pyroclastic shield;Historical;Vanuatu-SW Pacific;Vanuatu;;Earthquake;2;;;;;MODERATE (~$1 to $5 million);;-16.25;168.12;0
Manam;2019;6;28;1807;Stratovolcano;Historical;New Guinea-NE of;Papua New Guinea;;;4;;;;;MODERATE (~$1 to $5 million);;-4.1;145.061;0
Redoubt;-1550;;;3108;Stratovolcano;Historical;Alaska-SW;United States;;;;;;;;;;60.48;-152.75;0
Raoul Island;-250;;;516;Stratovolcano;Historical;Kermadec Is;New Zealand;;;6;;;;;;;-29.27;-177.92;0
Komaga-take;1640;7;31;1140;Stratovolcano;Historical;Hokkaido-Japan;Japan;Tsunami;Earthquake;5;;;;;;;42.07;140.68;0
Aoga-shima;1785;4;18;423;Stratovolcano;Historical;Izu Is-Japan;Japan;;;3;135;;;;;;32.45;139.77;0
Awu;1812;8;6;1320;Stratovolcano;Historical;Sangihe Is-Indonesia;Indonesia;;;3;953;;;;;;3.67;125.5;0
Niuafo'ou;1853;6;24;260;Shield volcano;Historical;Tonga-SW Pacific;Tonga;;;0;25;;;;;;-15.6;-175.63;0
Sorikmarapi;1892;5;21;2145;Stratovolcano;Historical;Sumatra;Indonesia;;;2;180;;;;;;0.686;99.539;0
Calbuco;1917;4;;2003;Stratovolcano;Historical;Chile-S;Chile;;;3;;;;;;;-41.326;-72.614;0
Asama;1938;7;16;2560;Complex volcano;Historical;Honshu-Japan;Japan;;;1;;;;;;;36.4;138.53;0
Asama;1941;7;13;2560;Complex volcano;Historical;Honshu-Japan;Japan;;;2;1;;1;;;;36.4;138.53;0
Michoacan-Guanajuato;1943;2;20;3860;Cinder cone;Historical;Mexico;Mexico;;;4;3;;;;;;19.48;-102.25;0
Dieng Volc Complex;1944;12;4;2565;Complex volcano;Historical;Java;Indonesia;;;2;117;;250;;;;-7.2;109.92;0
Oshima;1953;10;5;758;Stratovolcano;Historical;Izu Is-Japan;Japan;;;1;1;;;;;;34.73;139.38;0
Hudson, Cerro;1973;4;5;1905;Stratovolcano;Historical;Chile-S;Chile;;;;2;;;;LIMITED (roughly corresponding to less than $1 million);;-45.9;-72.97;0
Aso;1990;4;18;1592;Caldera;Historical;Kyushu-Japan;Japan;;;2;1;;;;;;32.88;131.1;0
Pinatubo;1991;6;15;1486;Stratovolcano;Historical;Luzon-Philippines;Philippines;;Earthquake;6;350;;4;;SEVERE (~>$5 to $24 million);;15.13;120.35;0
Pinatubo;1992;7;12;1486;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;1;6;;;;;;15.13;120.35;0
Fogo;1995;4;2;2829;Stratovolcano;Historical;Cape Verde Is;Cape Verde;;;2;;;20;;LIMITED (roughly corresponding to less than $1 million);10;14.95;-24.35;0
Manam;1996;12;3;1807;Stratovolcano;Historical;New Guinea-NE of;Papua New Guinea;;;3;13;;29;;;;-4.1;145.061;0
Kilauea;2000;11;3;1222;Shield volcano;Historical;Hawaiian Is;United States;;;;2;;;;;;19.425;-155.292;0
Santa Ana;2005;10;1;2365;Stratovolcano;Historical;El Salvador;El Salvador;;;3;2;;;;;;13.853;-89.63;0
Soufriere Hills;2006;5;20;915;Stratovolcano;Historical;W Indies;Montserrat;Tsunami;;2;;;;;;;16.72;-62.18;0
Calbuco;2015;4;22;2003;Stratovolcano;Historical;Chile-S;Chile;;;;;;;;MODERATE (~$1 to $5 million);;-41.326;-72.614;0
Campi Flegrei;2017;9;12;458;Caldera;Historical;Italy;Italy;;;;3;;;;;;40.827;14.139;0
Kadovar;2018;1;5;365;Stratovolcano;Holocene;New Guinea-NE of;Papua New Guinea;;;;;;;;LIMITED (roughly corresponding to less than $1 million);;-3.62;144.62;0
Ijen;2018;3;21;2799;Stratovolcano;Historical;Java;Indonesia;;;;;;30;;;;-8.058;114.242;0
Dama Ali;1631;2;14;1068;Shield volcano;Historical;Africa-NE;Ethiopia;;Earthquake;;50;;;;MODERATE (~$1 to $5 million);;11.28;41.63;0
Teon;1659;11;11;655;Stratovolcano;Historical;Banda Sea;Pacific Ocean;Tsunami;;4;;;;;;;-6.92;129.125;0
Iwo-Tori-shima;1664;;;217;Complex volcano;Historical;Ryukyu Is;Japan;Tsunami;;;;;;;;;27.85;128.25;0
Santorini;1707;5;;329;Shield volcano;Historical;Greece;Greece;Tsunami;;;;;;;;;36.404;25.396;0
Krafla;1729;6;30;650;Caldera;Historical;Iceland-NE;Iceland;;;2;;;;;LIMITED (roughly corresponding to less than $1 million);;65.73;-16.78;0
Sakura-jima;1780;2;9;1117;Stratovolcano;Historical;Kyushu-Japan;Japan;;;4;;;;;;;31.58;130.67;0
Banda Api;1835;11;1;640;Caldera;Historical;Banda Sea;Pacific Ocean;;Earthquake;;;;;;MODERATE (~$1 to $5 million);;-4.525;129.871;0
Soufriere Guadeloupe;1843;2;17;1467;Stratovolcano;Historical;W Indies;Guadeloupe;Tsunami;;;;;;;;;16.05;-61.67;0
Shiveluch;1854;2;18;3283;Stratovolcano;Historical;Kamchatka;Russia;;;5;;;;;LIMITED (roughly corresponding to less than $1 million);;56.653;161.36;0
Shishaldin;1856;7;26;2857;Stratovolcano;Historical;Aleutian Is;United States;Tsunami;;;;;;;;;54.75;-163.97;0
Fuego;1860;8;18;3763;Stratovolcano;Historical;Guatemala;Guatemala;;;2;;;;;LIMITED (roughly corresponding to less than $1 million);;14.473;-90.88;0
Etna;1868;9;5;3350;Stratovolcano;Historical;Italy;Italy;Tsunami;Earthquake;;;;;;;;37.734;15.004;0
Merapi;1872;4;17;2947;Stratovolcano;Historical;Java;Indonesia;;;4;170;;;;;;-7.542;110.442;0
Kelut;1875;1;29;1731;Stratovolcano;Historical;Java;Indonesia;;;0;;;;;MODERATE (~$1 to $5 million);;-7.93;112.308;0
Yasur;1878;2;11;361;Stratovolcano;Historical;Vanuatu-SW Pacific;Vanuatu;Tsunami;Earthquake;;;;;;;;-19.52;169.425;0
Cameroon, Mt.;1909;4;28;4095;Stratovolcano;Historical;Africa-W;Cameroon;;Earthquake;2;;;;;;;4.203;9.17;0
Pago;1914;1;18;742;Caldera;Historical;New Britain-SW Pac;Papua New Guinea;;;3;;;;;;;-5.58;150.52;0
Okataina;1917;4;1;1111;Lava dome;Historical;New Zealand;New Zealand;;;1;2;;3;;;;-38.12;176.5;0
Krakatau;1930;3;17;813;Caldera;Historical;Indonesia;Indonesia;Tsunami;;2;;;;;;;-6.102;105.423;0
Stromboli;1930;9;11;926;Stratovolcano;Historical;Italy;Italy;Tsunami;;3;5;;20;;MODERATE (~$1 to $5 million);;38.789;15.213;0
Hood;1934;;;3426;Stratovolcano;Historical;US-Oregon;United States;;;;1;;;;;;45.374;-121.694;0
Sarychev Peak;1946;11;13;1496;Stratovolcano;Historical;Kuril Is;Russia;Tsunami;;4;;;;;;;48.092;153.2;0
Stromboli;1954;2;;926;Stratovolcano;Historical;Italy;Italy;Tsunami;;;;;;;;;38.789;15.213;0
Sakura-jima;1955;10;13;1117;Stratovolcano;Historical;Kyushu-Japan;Japan;;;3;;;;;;;31.58;130.67;0
Merapi;1962;10;;2947;Stratovolcano;Historical;Java;Indonesia;;;;2;;;;;;-7.542;110.442;0
Kelut;1990;2;10;1731;Stratovolcano;Historical;Java;Indonesia;;;4;32;;;;;;-7.93;112.308;0
Unzen;1993;6;23;1500;Complex volcano;Historical;Kyushu-Japan;Japan;;;1;1;;;;;;32.75;130.3;0
Karangetang [Api Siau];2010;8;6;1784;Stratovolcano;Historical;Sangihe Is-Indonesia;Indonesia;;;3;4;;5;;;;2.78;125.48;0
Kilauea;2014;11;10;1222;Shield volcano;Historical;Hawaiian Is;United States;;;;;;;14.5;SEVERE (~>$5 to $24 million);1;19.425;-155.292;0
Sinabung;2016;5;9;2460;Stratovolcano;Holocene;Sumatra;Indonesia;;;;1;;4;;LIMITED (roughly corresponding to less than $1 million);3;3.17;98.392;0
Manam;2019;1;7;1807;Stratovolcano;Historical;New Guinea-NE of;Papua New Guinea;;;4;;;;;LIMITED (roughly corresponding to less than $1 million);;-4.1;145.061;0
Sinabung;2019;5;7;2460;Stratovolcano;Holocene;Sumatra;Indonesia;;;;;;;;MODERATE (~$1 to $5 million);;3.17;98.392;0
Ilopango;450;;;450;Caldera;Historical;El Salvador;El Salvador;;;6;30000;;;;;;13.672;-89.053;0
Pacaya;1565;8;;2552;Complex volcano;Historical;Guatemala;Guatemala;;Earthquake;3;;;;;LIMITED (roughly corresponding to less than $1 million);;14.381;-90.601;0
Kirishima;1716;11;9;1700;Shield volcano;Historical;Kyushu-Japan;Japan;;;3;1;;31;;;;31.93;130.87;0
Asama;1721;6;22;2560;Complex volcano;Historical;Honshu-Japan;Japan;;;1;15;;;;;;36.4;138.53;0
Kliuchevskoi;1762;;;4835;Stratovolcano;Historical;Kamchatka;Russia;;;2;;;;;;;56.057;160.638;0
Sabancaya;1784;7;;5967;Stratovolcano;Historical;Peru;Peru;;;;;;;;LIMITED (roughly corresponding to less than $1 million);;-15.78;-71.85;0
Dieng Volc Complex;1786;;;2565;Complex volcano;Historical;Java;Indonesia;;;2;38;;;;;;-7.2;109.92;0
Guntur;1800;10;8;2249;Complex volcano;Historical;Java;Indonesia;;;;;;;;;;-7.13;107.83;0
Hualalai;1800;;;2523;Shield volcano;Historical;Hawaiian Is;United States;;;0;2;;;;;;19.692;-155.87;0
Unnamed;1839;2;12;-642;Submarine volcano;Uncertain;Chile-Is;Chile;Tsunami;;2;;;;;;;-33.62;-76.83;0
Grimsvotn;1861;5;;1725;Caldera;Historical;Iceland-NE;Iceland;;;2;;;;;LIMITED (roughly corresponding to less than $1 million);;64.42;-17.33;0
Rabaul;1878;1;;688;Pyroclastic shield;Historical;New Britain-SW Pac;Papua New Guinea;Tsunami;Earthquake;3;1;;;;;;-4.271;152.203;0
Kelut;1901;5;22;1731;Stratovolcano;Historical;Java;Indonesia;;;3;;;;;;;-7.93;112.308;0
Taal;1911;1;30;400;Stratovolcano;Historical;Luzon-Philippines;Philippines;Tsunami;Earthquake;3;1335;;199;;SEVERE (~>$5 to $24 million);543;14.002;120.993;0
Lengai, Ol Doinyo;1917;1;1;2890;Stratovolcano;Historical;Africa-E;Tanzania;;;3;;;;;LIMITED (roughly corresponding to less than $1 million);;-2.751;35.902;0
Nasu;1921;11;26;1917;Stratovolcano;Historical;Honshu-Japan;Japan;;;;1;;;;;;37.12;139.97;0
Hakone;1933;5;10;1438;Complex volcano;Radiocarbon;Honshu-Japan;Japan;;;;1;;;;;;35.22;139.02;0
Semeru;1941;9;21;3676;Stratovolcano;Historical;Java;Indonesia;;;2;;;;;LIMITED (roughly corresponding to less than $1 million);;-8.108;112.92;0
Usu;1944;6;23;731;Stratovolcano;Historical;Hokkaido-Japan;Japan;;;2;1;;;;;;42.53;140.83;0
Hekla;1947;11;2;1491;Stratovolcano;Historical;Iceland-S;Iceland;;;4;1;;;;;;63.98;-19.7;0
Kusatsu-Shirane;1976;8;3;2176;Stratovolcano;Historical;Honshu-Japan;Japan;;;;3;;;;;;36.62;138.55;0
Etna;1979;7;5;3350;Stratovolcano;Historical;Italy;Italy;;;2;9;;23;;;;37.734;15.004;0
Galunggung;1982;5;17;2168;Stratovolcano;Historical;Java;Indonesia;;;4;68;;;15;SEVERE (~>$5 to $24 million);;-7.25;108.05;0
Arenal;1988;7;6;1657;Stratovolcano;Historical;Costa Rica;Costa Rica;;;3;1;;;;;;10.463;-84.703;0
Karthala;2005;11;24;2361;Shield volcano;Historical;Indian O-W;Comoros;;;;;;;;LIMITED (roughly corresponding to less than $1 million);;-11.75;43.38;0
Tengger Caldera;2010;12;28;2329;Stratovolcano;Historical;Java;Indonesia;;;;;;;;LIMITED (roughly corresponding to less than $1 million);;-7.942;112.95;0
Santorini;-1610;;;329;Shield volcano;Historical;Greece;Greece;Tsunami;Earthquake;7;;;;;SEVERE (~>$5 to $24 million);;36.404;25.396;0
St. Andrew Strait;-150;;;270;Complex volcano;Historical;Admiralty Is-SW Paci;Papua New Guinea;;;;;;;;;;-2.38;147.35;0
Okmok;-100;;;1073;Shield volcano;Historical;Aleutian Is;United States;;;6;;;;;;;53.42;-168.13;0
Hekla;1341;5;19;1491;Stratovolcano;Historical;Iceland-S;Iceland;;;3;;;;;LIMITED (roughly corresponding to less than $1 million);;63.98;-19.7;0
Kuwae;1430;;;-2;Caldera;Historical;Vanuatu-SW Pacific;Vanuatu;;;;;;;;;;-16.829;168.536;0
Hekla;1510;7;25;1491;Stratovolcano;Historical;Iceland-S;Iceland;;;4;1;;;;;;63.98;-19.7;0
Billy Mitchell;1580;;;1544;Pyroclastic shield;Radiocarbon;Bougainville-SW Paci;Papua New Guinea;;;6;;;;;;;-6.092;155.225;0
Cereme;1698;;;3078;Stratovolcano;Historical;Java;Indonesia;;;3;;;;;;;-6.892;108.4;0
Taal;1716;9;24;400;Stratovolcano;Historical;Luzon-Philippines;Philippines;Tsunami;Earthquake;4;;;;;;;14.002;120.993;0
Fuego;1717;8;27;3763;Stratovolcano;Historical;Guatemala;Guatemala;;;3;;;;;LIMITED (roughly corresponding to less than $1 million);;14.473;-90.88;0
Katla;1721;5;11;1512;Subglacial volcano;Historical;Iceland-S;Iceland;;;5;;;;;LIMITED (roughly corresponding to less than $1 million);;63.63;-19.05;0
Asuncion;1819;;;857;Stratovolcano;Historical;Mariana Is-C Pacific;United States;Tsunami;;;;;;;;;19.67;145.4;0
Ruiz;1845;2;19;5321;Stratovolcano;Historical;Colombia;Colombia;;;3;1000;;;;;;4.895;-75.322;0
Kirishima;1895;10;16;1700;Shield volcano;Historical;Kyushu-Japan;Japan;;;2;4;;;;;;31.93;130.87;0
Epi;1901;8;9;833;Stratovolcano;Historical;Vanuatu-SW Pacific;Vanuatu;Tsunami;Earthquake;;;;;;;;-16.68;168.37;0
Unnamed;1907;7;;-500;Submarine volcano;Historical;Tonga-SW Pacific;Tonga;Tsunami;Earthquake;0;;;;;;;-21.38;-175.65;0
Krakatau;1928;3;28;813;Caldera;Historical;Indonesia;Indonesia;Tsunami;;;;;;;;;-6.102;105.423;0
Lengai, Ol Doinyo;1940;7;24;2890;Stratovolcano;Historical;Africa-E;Tanzania;;;2;;;;;LIMITED (roughly corresponding to less than $1 million);;-2.751;35.902;0
Semeru;1946;2;;3676;Stratovolcano;Historical;Java;Indonesia;;;2;6;;;;MODERATE (~$1 to $5 million);81;-8.108;112.92;0
Merapi;1953;3;23;2947;Stratovolcano;Historical;Java;Indonesia;;;3;64;;57;;MODERATE (~$1 to $5 million);144;-7.542;110.442;0
Tate-yama;1954;7;21;2621;Stratovolcano;Historical;Honshu-Japan;Japan;;;;1;;;;;;36.57;137.6;0
Asama;1961;8;18;2560;Complex volcano;Historical;Honshu-Japan;Japan;;;2;1;;;;;;36.4;138.53;0
Tokachi;1962;6;29;2077;Stratovolcano;Historical;Hokkaido-Japan;Japan;;;3;5;;11;;;;43.42;142.68;0
Agung;1963;5;16;3142;Stratovolcano;Historical;Lesser Sunda Is;Indonesia;;Earthquake;3;120;;;;;;-8.342;115.508;0
Didicas;1969;3;21;244;Compound volcano;Historical;Luzon-N of;Philippines;Tsunami;;2;;;;;;;19.077;122.202;0
Karangetang [Api Siau];1997;4;17;1784;Stratovolcano;Historical;Sangihe Is-Indonesia;Indonesia;;;1;3;;;;;;2.78;125.48;0
Semeru;2000;7;27;3676;Stratovolcano;Historical;Java;Indonesia;;;3;2;;;;;;-8.108;112.92;0
Kilauea;2009;11;30;1222;Shield volcano;Historical;Hawaiian Is;United States;;;;;;;;MODERATE (~$1 to $5 million);;19.425;-155.292;0
Merapi;2011;1;3;2947;Stratovolcano;Historical;Java;Indonesia;;;;1;;1;;LIMITED (roughly corresponding to less than $1 million);;-7.542;110.442;0
